,code,name,date,scale,profit,pattern,success_rate,success_cnt,fund_cnt
221,511360,海富通中证短融ETF行情,2023-06-16,193.87,1.861937345803974e-05,0011******,0.9130434782608695,21,23
222,511360,海富通中证短融ETF行情,2023-06-16,193.87,1.861937345803974e-05,00111*****,0.9,18,20
223,511360,海富通中证短融ETF行情,2023-06-16,193.87,1.861937345803974e-05,001111****,1.0,15,15
224,511360,海富通中证短融ETF行情,2023-06-16,193.87,1.861937345803974e-05,0011111***,1.0,13,13
225,511220,海富通上证城投债ETF行情,2023-06-16,13.94,0.0005912349419849536,001111101*,0.8333333333333334,10,12
226,516880,银华中证光伏产业ETF行情,2023-06-16,10.82,0.0009960159362548703,11001*****,0.8666666666666667,13,15
227,512880,国泰中证全指证券公司ETF行情,2023-06-15,329.09,0.0044345898004434624,111001****,0.8571428571428571,12,14
228,511360,海富通中证短融ETF行情,2023-06-15,193.87,-0.00024198877544368873,011*******,0.8354430379746836,66,79
229,511360,海富通中证短融ETF行情,2023-06-15,193.87,-0.00024198877544368873,0111******,0.84375,54,64
230,511360,海富通中证短融ETF行情,2023-06-15,193.87,-0.00024198877544368873,01111*****,0.8571428571428571,42,49
231,511360,海富通中证短融ETF行情,2023-06-15,193.87,-0.00024198877544368873,011111****,0.8461538461538461,33,39
232,511360,海富通中证短融ETF行情,2023-06-15,193.87,-0.00024198877544368873,0111111***,0.8529411764705882,29,34
233,513660,华夏沪港通恒生ETF行情,2023-06-15,46.78,0.010652463382157133,1011111***,0.8333333333333334,15,18
234,159998,天弘中证计算机ETF行情,2023-06-15,22.36,0.03764478764478757,01111*****,0.8333333333333334,15,18
235,510580,易方达中证500ETF行情,2023-06-15,21.83,0.008185538881309632,1111101***,0.8333333333333334,10,12
236,515230,国泰中证全指软件ETF行情,2023-06-15,14.29,0.03358925143953927,01111*****,1.0,13,13
237,511360,海富通中证短融ETF行情,2023-06-14,193.87,-0.0003071253071251865,1*********,0.8939393939393939,472,528
238,511360,海富通中证短融ETF行情,2023-06-14,193.87,-0.0003071253071251865,11********,0.8912529550827423,377,423
239,511360,海富通中证短融ETF行情,2023-06-14,193.87,-0.0003071253071251865,111*******,0.8837209302325582,304,344
240,511360,海富通中证短融ETF行情,2023-06-14,193.87,-0.0003071253071251865,1111******,0.9,252,280
241,511360,海富通中证短融ETF行情,2023-06-14,193.87,-0.0003071253071251865,11111*****,0.9047619047619048,209,231
242,511360,海富通中证短融ETF行情,2023-06-14,193.87,-0.0003071253071251865,111111****,0.8958333333333334,172,192
243,511360,海富通中证短融ETF行情,2023-06-14,193.87,-0.0003071253071251865,1111111***,0.8860759493670886,140,158
