date,increase_cnt,decrease_cnt,increase_rate
2017-09-04,1678,1470,1.1414965986394559
2017-09-05,1393,1764,0.7896825396825397
2017-09-06,1605,1546,1.0381630012936611
2017-09-07,1050,2103,0.4992867332382311
2017-09-08,1563,1585,0.9861198738170347
2017-09-11,2200,952,2.310924369747899
2017-09-12,963,2187,0.4403292181069959
2017-09-13,1859,1294,1.436630602782071
2017-09-14,1185,1975,0.6
2017-09-15,1160,1998,0.5805805805805806
2017-09-18,2105,1055,1.995260663507109
2017-09-19,1094,2083,0.5252040326452232
2017-09-20,2230,942,2.367303609341826
2017-09-21,704,2480,0.2838709677419355
2017-09-22,1185,2006,0.590727816550349
2017-09-25,703,2492,0.2821027287319422
2017-09-26,1537,1664,0.9236778846153846
2017-09-27,2214,982,2.254582484725051
2017-09-28,916,2288,0.40034965034965037
2017-09-29,2397,815,2.9411042944785275
2017-10-09,2597,612,4.243464052287582
2017-10-10,2350,853,2.7549824150058617
2017-10-11,1182,2022,0.5845697329376854
2017-10-12,1189,2019,0.5889053987122338
2017-10-13,2029,1187,1.709351305812974
2017-10-16,492,2723,0.18068307014322438
2017-10-17,1574,1638,0.960927960927961
2017-10-18,771,2444,0.31546644844517185
2017-10-19,812,2404,0.33777038269550747
2017-10-20,2662,550,4.84
2017-10-23,2140,1077,1.9870009285051067
2017-10-24,949,2261,0.41972578505086244
2017-10-25,2362,857,2.756126021003501
2017-10-26,1889,1330,1.4203007518796993
2017-10-27,888,2334,0.38046272493573263
2017-10-30,484,2744,0.17638483965014579
2017-10-31,2416,820,2.946341463414634
2017-11-01,1447,1795,0.8061281337047354
2017-11-02,816,2437,0.33483791546984
2017-11-03,984,2273,0.4329080510338759
2017-11-06,2412,849,2.8409893992932864
2017-11-07,1909,1356,1.4078171091445428
2017-11-08,1855,1411,1.3146704464918497
2017-11-09,2025,1246,1.6252006420545746
2017-11-10,1421,1850,0.7681081081081081
2017-11-13,1389,1878,0.7396166134185304
2017-11-14,918,2355,0.38980891719745225
2017-11-15,948,2325,0.40774193548387094
2017-11-16,1146,2120,0.5405660377358491
2017-11-17,326,2944,0.11073369565217392
2017-11-20,1661,1604,1.0355361596009975
2017-11-21,1287,1979,0.6503284487114704
2017-11-22,1426,1847,0.7720628045479155
2017-11-23,316,2949,0.10715496778569006
2017-11-24,1778,1486,1.19650067294751
2017-11-27,841,2430,0.3460905349794239
2017-11-28,2879,379,7.596306068601583
2017-11-29,1383,1883,0.7344662772172066
2017-11-30,1079,2184,0.49404761904761907
2017-12-01,2417,847,2.853600944510035
2017-12-04,661,2598,0.2544264819091609
2017-12-05,428,2835,0.1509700176366843
2017-12-06,2410,850,2.835294117647059
2017-12-07,1246,2007,0.6208271051320379
2017-12-08,2697,563,4.790408525754884
2017-12-11,2549,702,3.631054131054131
2017-12-12,528,2721,0.1940463065049614
2017-12-13,2383,865,2.7549132947976878
2017-12-14,1458,1799,0.8104502501389661
2017-12-15,1235,2032,0.6077755905511811
2017-12-18,1079,2186,0.49359560841720035
2017-12-19,2327,938,2.4808102345415777
2017-12-20,666,2607,0.2554660529344074
2017-12-21,1525,1735,0.8789625360230547
2017-12-22,1204,2068,0.5822050290135397
2017-12-25,735,2538,0.2895981087470449
2017-12-26,2458,809,3.03831891223733
2017-12-27,1066,2206,0.48322756119673616
2017-12-28,1842,1428,1.2899159663865547
2017-12-29,2341,940,2.4904255319148936
2018-01-02,2526,748,3.377005347593583
2018-01-03,2302,977,2.3561924257932447
2018-01-04,1335,1950,0.6846153846153846
2018-01-05,1559,1727,0.9027214823393167
2018-01-08,1476,1817,0.8123280132085856
2018-01-09,1317,1977,0.6661608497723824
2018-01-10,783,2514,0.31145584725536996
2018-01-11,2137,1162,1.8390705679862307
2018-01-12,1042,2257,0.461674789543642
2018-01-15,459,2834,0.1619618913196895
2018-01-16,2234,1067,2.0937207122774133
2018-01-17,1740,1557,1.117533718689788
2018-01-18,1523,1768,0.8614253393665159
2018-01-19,1257,2047,0.6140693698094772
2018-01-22,2153,1149,1.8738033072236728
2018-01-23,1584,1710,0.9263157894736842
2018-01-24,2122,1181,1.7967823878069433
2018-01-25,1289,2006,0.6425722831505484
2018-01-26,1146,2147,0.5337680484396833
2018-01-29,714,2575,0.27728155339805827
2018-01-30,1467,1817,0.8073747936158503
2018-01-31,544,2739,0.1986126323475721
2018-02-01,304,2979,0.10204766700234978
2018-02-02,1205,2034,0.5924287118977385
2018-02-05,1062,2132,0.4981238273921201
2018-02-06,116,3076,0.0377113133940182
2018-02-07,2117,1058,2.000945179584121
2018-02-08,2574,594,4.333333333333333
2018-02-09,250,2926,0.08544087491455912
2018-02-12,2983,212,14.070754716981131
2018-02-13,1551,1646,0.9422843256379101
2018-02-14,1791,1410,1.2702127659574467
2018-02-22,2994,222,13.486486486486486
2018-02-23,1841,1378,1.3359941944847604
2018-02-26,3102,140,22.15714285714286
2018-02-27,1557,1694,0.9191263282172373
2018-02-28,1425,1824,0.78125
2018-03-01,2652,591,4.4873096446700504
2018-03-02,975,2279,0.4278192189556823
2018-03-05,1950,1302,1.4976958525345623
2018-03-06,2511,738,3.402439024390244
2018-03-07,897,2359,0.38024586689275114
2018-03-08,2324,926,2.509719222462203
2018-03-09,2739,515,5.318446601941748
2018-03-12,2773,482,5.753112033195021
2018-03-13,945,2310,0.4090909090909091
2018-03-14,700,2550,0.27450980392156865
2018-03-15,959,2301,0.41677531508039983
2018-03-16,1331,1931,0.6892801657172449
2018-03-19,1870,1395,1.3405017921146953
2018-03-20,1642,1624,1.0110837438423645
2018-03-21,1016,2253,0.4509542831779849
2018-03-22,1555,1715,0.9067055393586005
2018-03-23,197,3080,0.06396103896103895
2018-03-26,2456,821,2.991473812423873
2018-03-27,3081,188,16.388297872340427
2018-03-28,1086,2185,0.49702517162471394
2018-03-29,2477,790,3.1354430379746834
2018-03-30,2514,756,3.3253968253968256
2018-04-02,1604,1669,0.9610545236668664
2018-04-03,878,2397,0.3662911973299958
2018-04-04,1105,2175,0.5080459770114942
2018-04-09,1596,1686,0.9466192170818505
2018-04-10,1849,1438,1.2858136300417247
2018-04-11,2086,1197,1.7426900584795322
2018-04-12,985,2307,0.4269614217598613
2018-04-13,1250,2038,0.6133464180569186
2018-04-16,1003,2284,0.4391418563922942
2018-04-17,417,2870,0.14529616724738675
2018-04-18,2350,926,2.537796976241901
2018-04-19,1698,1577,1.0767279644895371
2018-04-20,376,2904,0.12947658402203857
2018-04-23,1277,2014,0.6340615690168818
2018-04-24,3078,213,14.450704225352112
2018-04-25,1725,1566,1.1015325670498084
2018-04-26,396,2898,0.13664596273291926
2018-04-27,1953,1348,1.448813056379822
2018-05-02,1313,1975,0.6648101265822784
2018-05-03,2343,957,2.4482758620689653
2018-05-04,1277,2023,0.6312407315867523
2018-05-07,3062,242,12.652892561983471
2018-05-08,2161,1142,1.8922942206654991
2018-05-09,1448,1853,0.7814355099838101
2018-05-10,1975,1332,1.4827327327327327
2018-05-11,698,2617,0.26671761559037066
2018-05-14,1039,2280,0.4557017543859649
2018-05-15,2528,790,3.2
2018-05-16,1023,2304,0.4440104166666667
2018-05-17,1291,2033,0.6350221347761928
2018-05-18,2132,1199,1.7781484570475397
2018-05-21,2786,538,5.178438661710037
2018-05-22,1857,1471,1.2624065261726716
2018-05-23,675,2649,0.2548131370328426
2018-05-24,1267,2057,0.6159455517744288
2018-05-25,971,2356,0.4121392190152801
2018-05-28,1002,2334,0.42930591259640105
2018-05-29,1017,2315,0.43930885529157665
2018-05-30,293,3033,0.09660402242004616
2018-05-31,2928,392,7.469387755102041
2018-06-01,927,2398,0.3865721434528774
2018-06-04,1523,1804,0.8442350332594235
2018-06-05,2898,437,6.631578947368421
2018-06-06,1590,1738,0.9148446490218642
2018-06-07,794,2526,0.3143309580364212
2018-06-08,765,2557,0.29917872506843957
2018-06-11,1011,2313,0.437094682230869
2018-06-12,2287,1042,2.1948176583493284
2018-06-13,439,2891,0.15185057073676927
2018-06-14,1302,2022,0.6439169139465876
2018-06-15,499,2828,0.17644978783592644
2018-06-19,109,3194,0.03412648716343143
2018-06-20,2438,874,2.789473684210526
2018-06-21,473,2837,0.16672541416989778
2018-06-22,2800,512,5.46875
2018-06-25,1226,2088,0.5871647509578544
2018-06-26,2432,889,2.735658042744657
2018-06-27,1029,2302,0.447002606429192
2018-06-28,713,2620,0.2721374045801527
2018-06-29,3230,116,27.844827586206897
2018-07-02,606,2751,0.2202835332606325
2018-07-03,2741,629,4.357710651828299
2018-07-04,464,2904,0.15977961432506887
2018-07-05,308,3067,0.10042386697098142
2018-07-06,2084,1286,1.6205287713841368
2018-07-09,3132,248,12.629032258064516
2018-07-10,2328,1058,2.2003780718336485
2018-07-11,367,3012,0.12184594953519257
2018-07-12,3254,129,25.224806201550386
2018-07-13,1710,1677,1.0196779964221825
2018-07-16,1489,1909,0.7799895233106339
2018-07-17,1671,1722,0.9703832752613241
2018-07-18,1075,2322,0.46296296296296297
2018-07-19,725,2674,0.27112939416604337
2018-07-20,2764,644,4.291925465838509
2018-07-23,2410,996,2.4196787148594376
2018-07-24,2979,426,6.992957746478873
2018-07-25,1465,1940,0.7551546391752577
2018-07-26,1514,1892,0.8002114164904862
2018-07-27,1046,2361,0.4430326132994494
2018-07-30,727,2682,0.27106636838180465
2018-07-31,1913,1490,1.2838926174496643
2018-08-01,470,2946,0.15953835709436523
2018-08-02,434,2984,0.14544235924932977
2018-08-03,811,2615,0.3101338432122371
2018-08-06,571,2860,0.19965034965034964
2018-08-07,3271,159,20.572327044025158
2018-08-08,603,2824,0.21352691218130312
2018-08-09,3208,232,13.827586206896552
2018-08-10,2203,1225,1.7983673469387755
2018-08-13,1612,1816,0.8876651982378855
2018-08-14,1444,1988,0.7263581488933601
2018-08-15,295,3137,0.09403889065986612
2018-08-16,752,2686,0.2799702159344751
2018-08-17,399,3039,0.13129318854886476
2018-08-20,2144,1299,1.6505003849114703
2018-08-21,2745,703,3.9046941678520626
2018-08-22,626,2824,0.221671388101983
2018-08-23,2316,1129,2.0513728963684676
2018-08-24,1250,2199,0.5684402000909504
2018-08-27,3270,182,17.967032967032967
2018-08-28,1597,1853,0.86184565569347
2018-08-29,917,2535,0.36173570019723866
2018-08-30,426,3028,0.1406869220607662
2018-08-31,725,2731,0.26547052361772244
2018-09-03,1439,2025,0.7106172839506173
2018-09-04,2897,563,5.145648312611012
2018-09-05,481,2979,0.1614635783820074
2018-09-06,1117,2346,0.4761295822676897
2018-09-07,1908,1553,1.228589826142949
2018-09-10,418,3031,0.13790828109534806
2018-09-11,2004,1453,1.3792154163799037
2018-09-12,1781,1681,1.0594883997620463
2018-09-13,2691,779,3.454428754813864
2018-09-14,791,2676,0.29559043348281017
2018-09-17,547,2916,0.18758573388203018
2018-09-18,3125,351,8.903133903133902
2018-09-19,2782,689,4.037735849056604
2018-09-20,1153,2315,0.4980561555075594
2018-09-21,2971,510,5.825490196078431
2018-09-25,1089,2392,0.4552675585284281
2018-09-26,1817,1670,1.0880239520958084
2018-09-27,490,2993,0.16371533578349481
2018-09-28,2769,719,3.851182197496523
2018-10-08,201,3282,0.061243144424131625
2018-10-09,2049,1445,1.417993079584775
2018-10-10,1946,1551,1.254674403610574
2018-10-11,76,3416,0.02224824355971897
2018-10-12,1218,2280,0.5342105263157895
2018-10-15,773,2726,0.2835656639765224
2018-10-16,558,2943,0.18960244648318042
2018-10-17,2567,943,2.7221633085896078
2018-10-18,275,3224,0.08529776674937965
2018-10-19,3103,398,7.796482412060302
2018-10-22,3474,26,133.6153846153846
2018-10-23,648,2853,0.22712933753943218
2018-10-24,1811,1684,1.07541567695962
2018-10-25,1036,2460,0.4211382113821138
2018-10-26,2186,1308,1.6712538226299694
2018-10-29,643,2859,0.22490381252186079
2018-10-30,2761,744,3.711021505376344
2018-10-31,3009,491,6.128309572301426
2018-11-01,1926,1574,1.2236340533672172
2018-11-02,3402,102,33.35294117647059
2018-11-05,2116,1398,1.513590844062947
2018-11-06,1204,2313,0.5205361003026373
2018-11-07,1180,2339,0.5044890979050877
2018-11-08,1317,2208,0.5964673913043478
2018-11-09,1344,2182,0.615948670944088
2018-11-12,3395,137,24.78102189781022
2018-11-13,3040,495,6.141414141414141
2018-11-14,1390,2142,0.6489262371615313
2018-11-15,3054,485,6.296907216494845
2018-11-16,2230,1313,1.6984006092916983
2018-11-19,1796,1743,1.0304073436603558
2018-11-20,359,3190,0.11253918495297806
2018-11-21,2350,1194,1.968174204355109
2018-11-22,1625,1925,0.8441558441558441
2018-11-23,163,3389,0.04809678371200944
2018-11-26,1514,2035,0.743980343980344
2018-11-27,2379,1168,2.0368150684931505
2018-11-28,2764,799,3.4593241551939924
2018-11-29,335,3223,0.10394042817251008
2018-11-30,2335,1220,1.9139344262295082
2018-12-03,3499,62,56.435483870967744
2018-12-04,2460,1106,2.2242314647377937
2018-12-05,897,2666,0.33645911477869467
2018-12-06,457,3107,0.14708722240102992
2018-12-07,1850,1710,1.0818713450292399
2018-12-10,772,2797,0.27601001072577763
2018-12-11,2581,982,2.6283095723014256
2018-12-12,1636,1934,0.8459152016546019
2018-12-13,2637,932,2.8293991416309012
2018-12-14,257,3316,0.07750301568154402
2018-12-17,1683,1885,0.8928381962864721
2018-12-18,973,2597,0.3746630727762803
2018-12-19,523,3043,0.17186986526454157
2018-12-20,2215,1360,1.6286764705882353
2018-12-21,948,2626,0.361005331302361
2018-12-24,2594,981,2.6442405708460752
2018-12-25,796,2769,0.28746840014445646
2018-12-26,1368,2197,0.6226672735548475
2018-12-27,531,3037,0.17484359565360552
2018-12-28,1807,1765,1.0237960339943344
2019-01-02,1532,2038,0.7517173699705594
2019-01-03,1373,2201,0.6238073602907769
2019-01-04,3380,193,17.512953367875646
2019-01-07,3219,355,9.067605633802817
2019-01-08,1361,2217,0.613892647722147
2019-01-09,1758,1821,0.9654036243822076
2019-01-10,1281,2297,0.5576839355681323
2019-01-11,2624,963,2.7248182762201454
2019-01-14,1028,2553,0.4026635330983157
2019-01-15,2841,739,3.8443843031123137
2019-01-16,1316,2265,0.5810154525386313
2019-01-17,725,2860,0.2534965034965035
2019-01-18,2469,1113,2.2183288409703503
2019-01-21,2178,1406,1.5490753911806543
2019-01-22,669,2909,0.22997593674802339
2019-01-23,1713,1870,0.9160427807486631
2019-01-24,2096,1490,1.4067114093959732
2019-01-25,996,2592,0.38425925925925924
2019-01-28,1070,2521,0.42443474811582704
2019-01-29,637,2957,0.2154210348326006
2019-01-30,674,2920,0.23082191780821917
2019-01-31,866,2727,0.31756508984231757
2019-02-01,3412,179,19.06145251396648
2019-02-11,3480,109,31.926605504587155
2019-02-12,3071,521,5.89443378119002
2019-02-13,3256,341,9.548387096774194
2019-02-14,1855,1741,1.0654796094198737
2019-02-15,1285,2307,0.5570004334633724
2019-02-18,3567,31,115.06451612903226
2019-02-19,1564,2029,0.7708230655495318
2019-02-20,1707,1883,0.9065321295804567
2019-02-21,994,2599,0.38245479030396307
2019-02-22,3240,356,9.101123595505618
2019-02-25,3572,25,142.88
2019-02-26,1517,2079,0.7296777296777297
2019-02-27,1394,2197,0.6345015930814747
2019-02-28,2240,1358,1.6494845360824741
2019-03-01,1996,1608,1.2412935323383085
2019-03-04,3091,507,6.096646942800789
2019-03-05,3182,420,7.576190476190476
2019-03-06,2868,727,3.9449793672627234
2019-03-07,2499,1100,2.271818181818182
2019-03-08,384,3222,0.1191806331471136
2019-03-11,3429,172,19.936046511627907
2019-03-12,2795,811,3.44636251541307
2019-03-13,802,2798,0.28663330950679056
2019-03-14,542,3059,0.17718208564890486
2019-03-15,2901,700,4.144285714285714
2019-03-18,3209,391,8.207161125319693
2019-03-19,1721,1879,0.9159127195316658
2019-03-20,1487,2115,0.7030732860520095
2019-03-21,2427,1179,2.05852417302799
2019-03-22,1777,1816,0.9785242290748899
2019-03-25,1063,2526,0.42082343626286617
2019-03-26,519,3069,0.16911045943304007
2019-03-27,2043,1543,1.3240440699935192
2019-03-28,833,2751,0.30279898218829515
2019-03-29,3300,294,11.224489795918368
2019-04-01,3514,86,40.86046511627907
2019-04-02,1819,1783,1.0201906898485698
2019-04-03,2507,1087,2.3063477460901565
2019-04-04,1665,1935,0.8604651162790697
2019-04-08,1283,2319,0.5532557136696852
2019-04-09,2083,1518,1.3722002635046113
2019-04-10,1476,2133,0.6919831223628692
2019-04-11,664,2941,0.22577354641278477
2019-04-12,1731,1881,0.9202551834130781
2019-04-15,962,2648,0.3632930513595166
2019-04-16,3113,501,6.213572854291417
2019-04-17,2118,1497,1.4148296593186374
2019-04-18,1044,2573,0.4057520404197435
2019-04-19,2277,1340,1.6992537313432836
2019-04-22,878,2737,0.3207891852393131
2019-04-23,750,2867,0.2615974886641088
2019-04-24,2546,1072,2.375
2019-04-25,246,3363,0.07314897413024085
2019-04-26,1012,2597,0.38968040046207164
2019-04-29,581,3021,0.19232042370076133
2019-04-30,2720,855,3.181286549707602
2019-05-06,116,3492,0.033218785796105384
2019-05-07,2827,780,3.6243589743589744
2019-05-08,1514,2091,0.7240554758488761
2019-05-09,1041,2571,0.4049008168028005
2019-05-10,3533,81,43.617283950617285
2019-05-13,1177,2431,0.4841628959276018
2019-05-14,876,2733,0.3205268935236004
2019-05-15,3401,211,16.118483412322274
2019-05-16,2371,1241,1.9105560032232072
2019-05-17,265,3356,0.07896305125148986
2019-05-20,1578,2038,0.774288518155054
2019-05-21,3155,463,6.814254859611231
2019-05-22,1018,2605,0.3907869481765835
2019-05-23,398,3223,0.12348743406763885
2019-05-24,1290,2332,0.5531732418524872
2019-05-27,3424,198,17.292929292929294
2019-05-28,1482,2142,0.6918767507002801
2019-05-29,1889,1743,1.0837636259323007
2019-05-30,1077,2547,0.42285041224970554
2019-05-31,1542,2084,0.7399232245681382
2019-06-03,817,2810,0.2907473309608541
2019-06-04,681,2942,0.23147518694765465
2019-06-05,1796,1825,0.9841095890410959
2019-06-06,430,3201,0.13433302093095909
2019-06-10,2723,903,3.0155038759689923
2019-06-11,3551,71,50.014084507042256
2019-06-12,1022,2600,0.3930769230769231
2019-06-13,2334,1291,1.8079008520526723
2019-06-14,397,3229,0.1229482812016104
2019-06-17,1820,1799,1.0116731517509727
2019-06-18,1507,2116,0.7121928166351607
2019-06-19,3066,561,5.46524064171123
2019-06-20,3076,552,5.572463768115942
2019-06-21,3134,494,6.34412955465587
2019-06-24,1401,2235,0.6268456375838927
2019-06-25,807,2828,0.28536067892503536
2019-06-26,1634,1999,0.817408704352176
2019-06-27,2169,1468,1.4775204359673024
2019-06-28,655,2990,0.21906354515050167
2019-07-01,3505,141,24.858156028368793
2019-07-02,1578,2063,0.7649054774600097
2019-07-03,788,2852,0.2762973352033661
2019-07-04,1339,2296,0.5831881533101045
2019-07-05,2032,1607,1.2644679527069074
2019-07-08,227,3407,0.06662753155268565
2019-07-09,2066,1566,1.3192848020434227
2019-07-10,930,2707,0.3435537495382342
2019-07-11,1644,1988,0.8269617706237424
2019-07-12,2074,1566,1.3243933588761174
2019-07-15,2582,1061,2.4335532516493874
2019-07-16,1895,1747,1.0847166571265026
2019-07-17,1406,2235,0.629082774049217
2019-07-18,420,3219,0.13047530288909598
2019-07-19,2366,1282,1.8455538221528862
2019-07-22,361,3305,0.10922844175491679
2019-07-23,2969,704,4.217329545454546
2019-07-24,3060,607,5.041186161449753
2019-07-25,1834,1837,0.9983669025585193
2019-07-26,1634,2037,0.8021600392734414
2019-07-29,1402,2271,0.6173491853808895
2019-07-30,2313,1358,1.703240058910162
2019-07-31,941,2738,0.34368151935719504
2019-08-01,1146,2526,0.45368171021377673
2019-08-02,553,3125,0.17696
2019-08-05,681,2997,0.22722722722722724
2019-08-06,433,3247,0.1333538651062519
2019-08-07,1298,2389,0.5433235663457514
2019-08-08,2391,1291,1.8520526723470179
2019-08-09,639,3043,0.20999014130791982
2019-08-12,3209,468,6.8568376068376065
2019-08-13,964,2717,0.3548030916451969
2019-08-14,2396,1287,1.8616938616938616
2019-08-15,1705,1976,0.8628542510121457
2019-08-16,2050,1633,1.2553582363747704
2019-08-19,3517,168,20.93452380952381
2019-08-20,1616,2068,0.781431334622824
2019-08-21,1576,2109,0.7472735893788526
2019-08-22,2002,1683,1.1895424836601307
2019-08-23,1229,2453,0.5010191602119853
2019-08-26,930,2752,0.3379360465116279
2019-08-27,3288,397,8.282115869017632
2019-08-28,1629,2059,0.7911607576493443
2019-08-29,1358,2334,0.5818337617823479
2019-08-30,679,3015,0.22520729684908788
2019-09-02,3420,277,12.346570397111913
2019-09-03,2116,1576,1.3426395939086295
2019-09-04,2492,1206,2.066334991708126
2019-09-05,2657,1039,2.557266602502406
2019-09-06,2016,1676,1.2028639618138426
2019-09-09,3354,339,9.893805309734514
2019-09-10,1777,1912,0.9293933054393305
2019-09-11,1049,2644,0.39674735249621784
2019-09-12,2486,1211,2.0528488852188276
2019-09-16,1873,1822,1.0279912184412734
2019-09-17,392,3303,0.11867998788979715
2019-09-18,1714,1979,0.8660939868620515
2019-09-19,2752,943,2.9183457051961823
2019-09-20,1594,2104,0.7576045627376425
2019-09-23,881,2812,0.3133001422475107
2019-09-24,1687,2007,0.8405580468360737
2019-09-25,548,3151,0.17391304347826086
2019-09-26,405,3285,0.1232876712328767
2019-09-27,2602,1099,2.367606915377616
2019-09-30,803,2897,0.27718329306178807
2019-10-08,1797,1894,0.9487856388595565
2019-10-09,2790,903,3.089700996677741
2019-10-10,2982,711,4.194092827004219
2019-10-11,1802,1895,0.9509234828496043
2019-10-14,3153,549,5.743169398907104
2019-10-15,891,2816,0.31640625
2019-10-16,990,2713,0.36490969406561
2019-10-17,1335,2368,0.5637668918918919
2019-10-18,692,3009,0.22997673645729477
2019-10-21,1451,2247,0.645749888740543
2019-10-22,2830,872,3.2454128440366974
2019-10-23,967,2734,0.3536942209217264
2019-10-24,1666,2038,0.8174681059862611
2019-10-25,2436,1271,1.9166011014948858
2019-10-28,3054,669,4.565022421524664
2019-10-29,640,3082,0.20765736534717716
2019-10-30,863,2855,0.302276707530648
2019-10-31,907,2812,0.3225462304409673
2019-11-01,2823,899,3.1401557285873194
2019-11-04,1756,1959,0.8963757018887187
2019-11-05,1785,1940,0.9201030927835051
2019-11-06,883,2845,0.31036906854130053
2019-11-07,2332,1403,1.6621525302922309
2019-11-08,1305,2436,0.5357142857142857
2019-11-11,348,3395,0.10250368188512518
2019-11-12,2090,1655,1.2628398791540785
2019-11-13,1147,2592,0.4425154320987654
2019-11-14,2209,1529,1.4447351209941137
2019-11-15,676,3070,0.2201954397394137
2019-11-18,2553,1196,2.1346153846153846
2019-11-19,3407,334,10.20059880239521
2019-11-20,906,2840,0.3190140845070423
2019-11-21,1633,2114,0.772469252601703
2019-11-22,994,2755,0.36079854809437384
2019-11-25,1815,1932,0.9394409937888198
2019-11-26,1448,2302,0.629018245004344
2019-11-27,1429,2318,0.6164797238999137
2019-11-28,1209,2532,0.4774881516587678
2019-11-29,1941,1805,1.0753462603878117
2019-12-02,1742,1995,0.8731829573934837
2019-12-03,2458,1291,1.9039504260263362
2019-12-04,1740,2010,0.8656716417910447
2019-12-05,2970,781,3.8028169014084505
2019-12-06,2354,1396,1.686246418338109
2019-12-09,1844,1907,0.9669638175144205
2019-12-10,1947,1806,1.0780730897009967
2019-12-11,1276,2476,0.5153473344103393
2019-12-12,1211,2541,0.4765840220385675
2019-12-13,3096,662,4.676737160120846
2019-12-16,3269,497,6.577464788732394
2019-12-17,3108,666,4.666666666666667
2019-12-18,1582,2183,0.7246907924874026
2019-12-19,2582,1185,2.178902953586498
2019-12-20,910,2856,0.31862745098039214
2019-12-23,466,3307,0.14091321439371032
2019-12-24,3331,445,7.485393258426966
2019-12-25,1693,2078,0.814725697786333
2019-12-26,2658,1114,2.385996409335727
2019-12-27,1045,2729,0.3829241480395749
2019-12-30,2317,1467,1.5794137695978188
2019-12-31,2278,1507,1.5116124751161248
2020-01-02,3421,364,9.398351648351648
2020-01-03,2077,1704,1.2188967136150235
2020-01-06,2099,1695,1.2383480825958701
2020-01-07,3028,767,3.9478487614080833
2020-01-08,735,3052,0.2408256880733945
2020-01-09,3242,550,5.8945454545454545
2020-01-10,1308,2469,0.5297691373025516
2020-01-13,2686,1099,2.4440400363967245
2020-01-14,1534,2263,0.6778612461334512
2020-01-15,1137,2652,0.4287330316742081
2020-01-16,1099,2698,0.40733876945885844
2020-01-17,1262,2542,0.4964594807238395
2020-01-20,2536,1266,2.0031595576619274
2020-01-21,826,2981,0.27708822542770883
2020-01-22,1738,2073,0.8383984563434635
2020-01-23,321,3484,0.09213547646383467
2020-02-03,172,3629,0.04739597685312758
2020-02-04,1519,2282,0.6656441717791411
2020-02-05,3392,415,8.173493975903614
2020-02-06,3424,382,8.963350785340314
2020-02-07,2297,1507,1.524220305242203
2020-02-10,2879,930,3.095698924731183
2020-02-11,1383,2423,0.5707800247626909
2020-02-12,3189,627,5.086124401913875
2020-02-13,856,2956,0.2895805142083897
2020-02-14,1687,2127,0.7931358721203573
2020-02-17,3693,127,29.078740157480315
2020-02-18,2822,1000,2.822
2020-02-19,1240,2587,0.4793196752995748
2020-02-20,3205,616,5.202922077922078
2020-02-21,2311,1512,1.5284391534391535
2020-02-24,2163,1666,1.2983193277310925
2020-02-25,1169,2660,0.4394736842105263
2020-02-26,1378,2452,0.5619902120717781
2020-02-27,1875,1959,0.9571209800918836
2020-02-28,245,3586,0.06832124930284439
2020-03-02,3673,160,22.95625
2020-03-03,2681,1155,2.3212121212121213
2020-03-04,2528,1312,1.9268292682926829
2020-03-05,3050,791,3.8558786346396965
2020-03-06,1517,2319,0.6541612764122466
2020-03-09,556,3279,0.1695638914303141
2020-03-10,3175,664,4.781626506024097
2020-03-11,1050,2792,0.37607449856733527
2020-03-12,594,3247,0.18293809670465044
2020-03-13,865,2969,0.2913438868305827
2020-03-16,350,3491,0.10025780578630765
2020-03-17,1505,2334,0.6448157669237361
2020-03-18,687,3159,0.2174738841405508
2020-03-19,2272,1567,1.4499042756860243
2020-03-20,3015,833,3.6194477791116446
2020-03-23,338,3504,0.09646118721461187
2020-03-24,3294,554,5.945848375451264
2020-03-25,3496,351,9.96011396011396
2020-03-26,1004,2846,0.3527758257203092
2020-03-27,1484,2366,0.6272189349112426
2020-03-30,737,3128,0.23561381074168797
2020-03-31,1531,2321,0.6596294700560104
2020-04-01,1304,2557,0.509972624168948
2020-04-02,3363,503,6.685884691848907
2020-04-03,1183,2681,0.4412532637075718
2020-04-07,3724,136,27.38235294117647
2020-04-08,2187,1683,1.2994652406417113
2020-04-09,2333,1529,1.525833878351864
2020-04-10,554,3316,0.16706875753920386
2020-04-13,1196,2672,0.4476047904191617
2020-04-14,3369,505,6.671287128712871
2020-04-15,1061,2803,0.37852301105957903
2020-04-16,1996,1887,1.0577636459989401
2020-04-17,1615,2264,0.713339222614841
2020-04-20,2656,1231,2.157595450852965
2020-04-21,1190,2691,0.442214790040877
2020-04-22,2550,1343,1.8987341772151898
2020-04-23,1354,2534,0.5343330702446725
2020-04-24,739,3143,0.23512567610563156
2020-04-27,1399,2483,0.563431333064841
2020-04-28,874,3003,0.29104229104229107
2020-04-29,1774,2094,0.8471824259789876
2020-04-30,3193,658,4.85258358662614
2020-05-06,3098,770,4.023376623376623
2020-05-07,1281,2583,0.4959349593495935
2020-05-08,2893,984,2.940040650406504
2020-05-11,1549,2328,0.6653780068728522
2020-05-12,1381,2487,0.5552874949738641
2020-05-13,2021,1853,1.0906637884511603
2020-05-14,916,2949,0.31061376737877244
2020-05-15,1808,2068,0.874274661508704
2020-05-18,1527,2341,0.6522853481418197
2020-05-19,2653,1216,2.1817434210526314
2020-05-20,1072,2797,0.3832677869145513
2020-05-21,1104,2760,0.4
2020-05-22,723,3141,0.23018147086914995
